ISIN,POWERRANK,POWERRATING,TIMESTAMP
INF209K01WH6,14,OFF_TRACK,2026-03-01
INF204KC1EQ2,,ON_TRACK,2026-03-01
INF769K01GQ3,6,OFF_TRACK,2026-03-01
INF740KA1VZ0,5,IN_FORM,2026-03-01
INF789F01US8,27,OUT_OF_FORM,2026-03-01
INF109KC12U0,4,IN_FORM,2026-03-01
INF03VN01530,5,IN_FORM,2026-03-01
INF789F1AYN0,1,IN_FORM,2026-03-01
INF663L01DV3,24,OFF_TRACK,2026-03-01
INF663L01GX2,29,OUT_OF_FORM,2026-03-01
INF044D01CG6,27,OFF_TRACK,2026-03-01
INF194KB1HG9,6,ON_TRACK,2026-03-01
INF109K011O5,1,IN_FORM,2026-03-01
INF204K01XO1,7,ON_TRACK,2026-03-01
INF200KB1381,3,IN_FORM,2026-03-01
INF204KC1121,26,OFF_TRACK,2026-03-01
INF179K01YS4,1,IN_FORM,2026-03-01
INF277KA1679,16,OFF_TRACK,2026-03-01
INF277K01PY2,21,OFF_TRACK,2026-03-01
INF204K01YV4,10,ON_TRACK,2026-03-01
INF109KC1O66,4,OFF_TRACK,2026-03-01
INF903J01PR9,17,OFF_TRACK,2026-03-01
INF0K1H01024,34,OUT_OF_FORM,2026-03-01
INF251K01UA7,11,IN_FORM,2026-03-01
INF740K01PI2,20,ON_TRACK,2026-03-01
INF179KC1IC4,3,IN_FORM,2026-03-01
INF209KC1183,2,IN_FORM,2026-03-01
INF174KA1MD1,9,ON_TRACK,2026-03-01
INF760K01KO9,8,ON_TRACK,2026-03-01
INF209KB1E84,3,IN_FORM,2026-03-01
INF251K01HQ0,15,ON_TRACK,2026-03-01
INF955L01JU2,14,OFF_TRACK,2026-03-01
INF109K01Z48,4,OFF_TRACK,2026-03-01
INF582M01GI3,16,OFF_TRACK,2026-03-01
INF769K01FA9,12,ON_TRACK,2026-03-01
INF109K018N2,1,IN_FORM,2026-03-01
INF109K015K4,4,IN_FORM,2026-03-01
INF251K01QZ2,18,ON_TRACK,2026-03-01
INF174KA1OX5,1,ON_TRACK,2026-03-01
INF277K01Z77,3,ON_TRACK,2026-03-01
INF174K01LC6,3,IN_FORM,2026-03-01
INF205K01NT8,31,OFF_TRACK,2026-03-01
INF247L01445,17,OFF_TRACK,2026-03-01
INF397L01LC1,3,ON_TRACK,2026-03-01
INF200K01UG1,29,OFF_TRACK,2026-03-01
INF204KC1DG5,,IN_FORM,2026-03-01
INF789F01TO9,8,OFF_TRACK,2026-03-01
INF740KA1PP3,16,OFF_TRACK,2026-03-01
INF740KA1504,10,ON_TRACK,2026-03-01
INF767K01ED0,26,OUT_OF_FORM,2026-03-01
INF209KB1W17,,ON_TRACK,2026-03-01
INF754K01QT8,1,IN_FORM,2026-03-01
INF846K01PZ1,7,IN_FORM,2026-03-01
INF247L01BM8,2,IN_FORM,2026-03-01
INF090I01IT8,5,ON_TRACK,2026-03-01
INF760K01JC6,14,OFF_TRACK,2026-03-01
INF109K1A310,,IN_FORM,2026-03-01
INF917K01D79,14,ON_TRACK,2026-03-01
INF173K01EV3,9,OUT_OF_FORM,2026-03-01
INF846K01E25,28,OUT_OF_FORM,2026-03-01
INF251K01SY1,11,IN_FORM,2026-03-01
INF397L01JK8,29,OUT_OF_FORM,2026-03-01
INF205K01MS2,21,OUT_OF_FORM,2026-03-01
INF740KA1TK6,8,IN_FORM,2026-03-01
INF247L01CW5,1,IN_FORM,2026-03-01
INF173K01EZ4,,IN_FORM,2026-03-01
INF174KA1HV3,1,IN_FORM,2026-03-01
INF179KC1IO9,,IN_FORM,2026-03-01
INF194KB1GB2,13,OFF_TRACK,2026-03-01
INF205KA1049,19,OFF_TRACK,2026-03-01
INF194K01Z85,11,ON_TRACK,2026-03-01
INF174KA1UE2,7,ON_TRACK,2026-03-01
INF789F1AYV3,13,ON_TRACK,2026-03-01
INF754K01UX2,,ON_TRACK,2026-03-01
INF00XX01AQ6,17,OFF_TRACK,2026-03-01
INF966L01887,22,OFF_TRACK,2026-03-01
INF209K01UN8,29,OFF_TRACK,2026-03-01
INF579M01902,7,IN_FORM,2026-03-01
INF769K01EU0,27,OUT_OF_FORM,2026-03-01
INF740K01PL6,9,ON_TRACK,2026-03-01
INF754K01LV5,,IN_FORM,2026-03-01
INF209K01ZC0,22,OFF_TRACK,2026-03-01
INF200KB1878,7,ON_TRACK,2026-03-01
INF192K01BQ9,8,ON_TRACK,2026-03-01
INF1J2R01023,8,IN_FORM,2026-03-01
INF761K01FF5,12,ON_TRACK,2026-03-01
INF194KA1UH1,23,OUT_OF_FORM,2026-03-01
INF277KA1BS8,,ON_TRACK,2026-03-01
INF109K012K1,2,IN_FORM,2026-03-01
INF843K01AO4,4,IN_FORM,2026-03-01
INF174K01KW6,4,IN_FORM,2026-03-01
INF179K01VK7,2,IN_FORM,2026-03-01
INF917K01QR5,17,ON_TRACK,2026-03-01
INF582M01EC1,22,OUT_OF_FORM,2026-03-01
INF179K01XW8,11,OUT_OF_FORM,2026-03-01
INF174KA1UK9,2,IN_FORM,2026-03-01
INF204KC1DA8,,IN_FORM,2026-03-01
INF789F1AUQ1,21,OFF_TRACK,2026-03-01
INF251K01HF3,23,ON_TRACK,2026-03-01
INF761K01884,13,ON_TRACK,2026-03-01
INF044D01CA9,27,OUT_OF_FORM,2026-03-01
INF277KA1DK1,,IN_FORM,2026-03-01
INF761K01FL3,16,ON_TRACK,2026-03-01
INF209KB1O25,7,OFF_TRACK,2026-03-01
INF247L01AC1,9,IN_FORM,2026-03-01
INF959L01DT9,30,OUT_OF_FORM,2026-03-01
INF044D01BU9,35,OUT_OF_FORM,2026-03-01
INF277KA1DA2,,ON_TRACK,2026-03-01
INF174KA1UV6,,ON_TRACK,2026-03-01
INF205K01LB0,8,ON_TRACK,2026-03-01
INF00XX01BO9,10,OFF_TRACK,2026-03-01
INF174V01AS2,13,ON_TRACK,2026-03-01
INF680P01109,33,OUT_OF_FORM,2026-03-01
INF179KA1RW5,5,IN_FORM,2026-03-01
INF204K01B08,10,ON_TRACK,2026-03-01
INF277K019Y3,10,OFF_TRACK,2026-03-01
INF194K015B9,16,OFF_TRACK,2026-03-01
INF179K01XE6,6,IN_FORM,2026-03-01
INF174KA1MQ3,9,IN_FORM,2026-03-01
INF666M01IE9,,IN_FORM,2026-03-01
INF174KA1OB1,1,IN_FORM,2026-03-01
INF740K01K81,18,OFF_TRACK,2026-03-01
INF966L01AT0,23,OFF_TRACK,2026-03-01
INF917K01GP0,25,ON_TRACK,2026-03-01
INF247L01AE7,10,IN_FORM,2026-03-01
INF966L01BX0,4,IN_FORM,2026-03-01
INF090I01GS4,6,IN_FORM,2026-03-01
INF0J8L01040,20,OFF_TRACK,2026-03-01
INF209KC1613,,IN_FORM,2026-03-01
INF200KA1Y73,3,IN_FORM,2026-03-01
INF090I01FZ1,15,ON_TRACK,2026-03-01
INF173K01EK6,24,OUT_OF_FORM,2026-03-01
INF917K01QA1,12,ON_TRACK,2026-03-01
INF204KB19V4,2,IN_FORM,2026-03-01
INF959L01FR8,4,IN_FORM,2026-03-01
INF846K01DP8,29,OUT_OF_FORM,2026-03-01
INF251K01PT7,8,ON_TRACK,2026-03-01
INF174KA1SR8,4,IN_FORM,2026-03-01
INF209KB10G3,12,ON_TRACK,2026-03-01
INF917K01FW8,17,OFF_TRACK,2026-03-01
INF277K019A3,3,IN_FORM,2026-03-01
INF760K01DU1,2,IN_FORM,2026-03-01
INF251K01VF4,18,ON_TRACK,2026-03-01
INF174KA1OR7,,ON_TRACK,2026-03-01
INF200KA10P5,3,IN_FORM,2026-03-01
INF174V01663,9,ON_TRACK,2026-03-01
INF760K01EF0,19,ON_TRACK,2026-03-01
INF082J01150,4,IN_FORM,2026-03-01
INF251K01OZ7,14,ON_TRACK,2026-03-01
INF200KA16Y4,37,ON_TRACK,2026-03-01
INF843K01KK1,4,IN_FORM,2026-03-01
INF174V01BK7,7,ON_TRACK,2026-03-01
INF760K01JQ6,6,IN_FORM,2026-03-01
INF251K01OT0,12,IN_FORM,2026-03-01
INF194KB1CL0,13,ON_TRACK,2026-03-01
INF174KA1SZ1,1,IN_FORM,2026-03-01
INF769K01JJ2,7,IN_FORM,2026-03-01
INF109KC11M9,,ON_TRACK,2026-03-01
INF247L01502,22,OFF_TRACK,2026-03-01
INF879O01175,1,IN_FORM,2026-03-01
INF917K01LE4,16,OFF_TRACK,2026-03-01
INF761K01EP7,11,ON_TRACK,2026-03-01
INF846K01B28,31,OUT_OF_FORM,2026-03-01
INF00XX01689,27,OUT_OF_FORM,2026-03-01
INF767K01GW5,7,IN_FORM,2026-03-01
INF090I01WQ5,10,ON_TRACK,2026-03-01
INF789F1AWB9,2,IN_FORM,2026-03-01
INF204K01F20,10,ON_TRACK,2026-03-01
INF174KA1OL0,5,OFF_TRACK,2026-03-01
INF174V01AA0,24,ON_TRACK,2026-03-01
INF22M001085,15,ON_TRACK,2026-03-01
INF0R8F01109,8,IN_FORM,2026-03-01
INF277KA1612,,ON_TRACK,2026-03-01
INF277K01QW4,7,OFF_TRACK,2026-03-01
INF194K01Y60,13,IN_FORM,2026-03-01
INF846K01S29,27,ON_TRACK,2026-03-01
INF179KC1GO3,10,ON_TRACK,2026-03-01
INF109KC16Y3,4,IN_FORM,2026-03-01
INF090I01FH9,23,OFF_TRACK,2026-03-01
INF194KB1GK3,4,IN_FORM,2026-03-01
INF044D01CQ5,34,ON_TRACK,2026-03-01
INF247L01BC9,,ON_TRACK,2026-03-01
INF179K01UT0,1,IN_FORM,2026-03-01
INF204K01J34,1,IN_FORM,2026-03-01
INF194K01X46,15,OFF_TRACK,2026-03-01
INF789F1AZO5,7,IN_FORM,2026-03-01
INF789FC12T1,7,IN_FORM,2026-03-01
INF767K01EG3,32,OUT_OF_FORM,2026-03-01
INF251K01TY9,8,ON_TRACK,2026-03-01
INF00XX01390,11,ON_TRACK,2026-03-01
INF955L01IL3,9,ON_TRACK,2026-03-01
INF109KC1W58,5,IN_FORM,2026-03-01
INF200K01TZ3,5,ON_TRACK,2026-03-01
INF090I01IQ4,20,OFF_TRACK,2026-03-01
INF903J01NB8,3,IN_FORM,2026-03-01
INF277KA1AU6,3,IN_FORM,2026-03-01
INF044D01CN2,17,OUT_OF_FORM,2026-03-01
INF204K01L55,15,ON_TRACK,2026-03-01
INF277KA1869,14,ON_TRACK,2026-03-01
INF209K01VY3,14,IN_FORM,2026-03-01
INF846K01J46,15,OFF_TRACK,2026-03-01
INF173K01NF7,16,ON_TRACK,2026-03-01
INF209KB1Y49,20,OUT_OF_FORM,2026-03-01
INF789F01TC4,36,OUT_OF_FORM,2026-03-01
INF109KC16J4,1,IN_FORM,2026-03-01
INF179K01UU8,14,ON_TRACK,2026-03-01
INF666M01DK7,36,OUT_OF_FORM,2026-03-01
INF903J01OP6,18,OFF_TRACK,2026-03-01
INF200K01TS8,4,IN_FORM,2026-03-01
INF174V01AG7,3,IN_FORM,2026-03-01
INF179KC1BQ9,13,ON_TRACK,2026-03-01
INF336L01CM7,19,OFF_TRACK,2026-03-01
INF666M01KQ9,12,ON_TRACK,2026-03-01
INF179KA1RQ7,4,IN_FORM,2026-03-01
INF769K01MV1,11,IN_FORM,2026-03-01
