ENTITYID,CREATEDAT,RETURN_VALUE,ROLLING_PERIOD,TENURE_UNIT
INF903J01F84,2026-03-01 10:00:15.369 +0530,25.912418637,36,MONTH
INF903J01F76,2026-03-01 10:00:15.369 +0530,20.631683339,60,MONTH
INF903J01F76,2026-03-01 10:00:15.369 +0530,25.912418637,36,MONTH
INF903J01F76,2026-03-01 10:00:15.369 +0530,26.334592784,12,MONTH
INF903J01F68,2026-03-01 10:00:15.369 +0530,26.530824252,36,MONTH
INF903J01F68,2026-03-01 10:00:15.369 +0530,27.190473069,12,MONTH
INF903J01F68,2026-03-01 10:00:15.369 +0530,21.065988086,60,MONTH
INF903J01EZ6,2026-03-01 10:00:15.369 +0530,11.671416919,60,MONTH
INF903J01EZ6,2026-03-01 10:00:15.369 +0530,17.906831432,12,MONTH
INF903J01EZ6,2026-03-01 10:00:15.369 +0530,11.40907635,36,MONTH
INF903J01EY9,2026-03-01 10:00:15.369 +0530,11.671416919,60,MONTH
INF903J01EY9,2026-03-01 10:00:15.369 +0530,11.40907635,36,MONTH
INF903J01EY9,2026-03-01 10:00:15.369 +0530,17.906831432,12,MONTH
INF903J01EX1,2026-03-01 10:00:15.369 +0530,11.467129154,36,MONTH
INF903J01EX1,2026-03-01 10:00:15.369 +0530,11.711694038,60,MONTH
INF903J01EX1,2026-03-01 10:00:15.369 +0530,18.055761464,12,MONTH
INF903J01DV7,2026-03-01 10:00:15.369 +0530,16.500088282,60,MONTH
INF903J01DV7,2026-03-01 10:00:15.369 +0530,18.566494552,36,MONTH
INF903J01DV7,2026-03-01 10:00:15.369 +0530,18.324761394,12,MONTH
INF903J01DU9,2026-03-01 10:00:15.369 +0530,16.500088282,60,MONTH
INF903J01DU9,2026-03-01 10:00:15.369 +0530,18.566494552,36,MONTH
INF903J01DU9,2026-03-01 10:00:15.369 +0530,18.324761394,12,MONTH
INF903J01DT1,2026-03-01 10:00:15.369 +0530,16.998469474,60,MONTH
INF903J01DT1,2026-03-01 10:00:15.369 +0530,18.969898376,12,MONTH
INF903J01DT1,2026-03-01 10:00:15.369 +0530,19.088578338,36,MONTH
INF903J019V4,2026-03-01 10:00:15.369 +0530,7.84373081,12,MONTH
INF903J019V4,2026-03-01 10:00:15.369 +0530,14.89878508,36,MONTH
INF903J019V4,2026-03-01 10:00:15.369 +0530,19.485229806,60,MONTH
INF903J01629,2026-03-01 10:00:15.369 +0530,22.025302262,12,MONTH
INF903J01629,2026-03-01 10:00:15.369 +0530,17.218085948,60,MONTH
INF903J01629,2026-03-01 10:00:15.369 +0530,21.041813673,36,MONTH
INF903J01611,2026-03-01 10:00:15.369 +0530,16.733076516,60,MONTH
INF903J01611,2026-03-01 10:00:15.369 +0530,21.368204717,12,MONTH
INF903J01611,2026-03-01 10:00:15.369 +0530,20.495125121,36,MONTH
INF903J01603,2026-03-01 10:00:15.369 +0530,21.368204717,12,MONTH
INF903J01603,2026-03-01 10:00:15.369 +0530,20.495125121,36,MONTH
INF903J01603,2026-03-01 10:00:15.369 +0530,16.733076516,60,MONTH
INF903J01561,2026-03-01 10:00:15.369 +0530,15.660889745,60,MONTH
INF903J01561,2026-03-01 10:00:15.369 +0530,19.28060943,36,MONTH
INF903J01561,2026-03-01 10:00:15.369 +0530,19.783366656,12,MONTH
INF903J01553,2026-03-01 10:00:15.369 +0530,15.176583344,60,MONTH
INF903J01553,2026-03-01 10:00:15.369 +0530,19.128777881,12,MONTH
INF903J01553,2026-03-01 10:00:15.369 +0530,18.764963506,36,MONTH
INF903J01546,2026-03-01 10:00:15.369 +0530,19.128777881,12,MONTH
INF903J01546,2026-03-01 10:00:15.369 +0530,15.176583344,60,MONTH
INF903J01546,2026-03-01 10:00:15.369 +0530,18.764963506,36,MONTH
INF903J01538,2026-03-01 10:00:15.369 +0530,17.4780082,36,MONTH
INF903J01538,2026-03-01 10:00:15.369 +0530,14.869579708,60,MONTH
INF903J01538,2026-03-01 10:00:15.369 +0530,15.539221704,12,MONTH
INF903J01520,2026-03-01 10:00:15.369 +0530,14.336680637,12,MONTH
INF903J01520,2026-03-01 10:00:15.369 +0530,14.302070532,60,MONTH
INF903J01520,2026-03-01 10:00:15.369 +0530,16.799651435,36,MONTH
INF903J01512,2026-03-01 10:00:15.369 +0530,14.336680637,12,MONTH
INF903J01512,2026-03-01 10:00:15.369 +0530,14.302070532,60,MONTH
INF903J01512,2026-03-01 10:00:15.369 +0530,16.799651435,36,MONTH
INF903J01470,2026-03-01 10:00:15.369 +0530,27.032072039,36,MONTH
INF903J01470,2026-03-01 10:00:15.369 +0530,22.75633597,60,MONTH
INF903J01470,2026-03-01 10:00:15.369 +0530,24.60983637,12,MONTH
INF903J01462,2026-03-01 10:00:15.369 +0530,22.353386818,60,MONTH
INF903J01462,2026-03-01 10:00:15.369 +0530,26.569904876,36,MONTH
INF903J01462,2026-03-01 10:00:15.369 +0530,23.912688506,12,MONTH
INF903J01454,2026-03-01 10:00:15.369 +0530,23.912688506,12,MONTH
INF903J01454,2026-03-01 10:00:15.369 +0530,22.353386818,60,MONTH
INF903J01454,2026-03-01 10:00:15.369 +0530,26.569904876,36,MONTH
INF903J012W7,2026-03-01 10:00:15.369 +0530,19.663918405,60,MONTH
INF903J012W7,2026-03-01 10:00:15.369 +0530,15.061633785,36,MONTH
INF903J012W7,2026-03-01 10:00:15.369 +0530,8.044315419,12,MONTH
INF903J011W9,2026-03-01 10:00:15.369 +0530,19.735811653,60,MONTH
INF903J011W9,2026-03-01 10:00:15.369 +0530,15.152041615,36,MONTH
INF903J011W9,2026-03-01 10:00:15.369 +0530,8.079590906,12,MONTH
INF903J01199,2026-03-01 10:00:15.369 +0530,19.683717666,60,MONTH
INF903J01199,2026-03-01 10:00:15.369 +0530,25.107552402,36,MONTH
INF903J01199,2026-03-01 10:00:15.369 +0530,27.500734966,12,MONTH
INF903J01181,2026-03-01 10:00:15.369 +0530,19.683717666,60,MONTH
INF903J01181,2026-03-01 10:00:15.369 +0530,25.107552402,36,MONTH
INF903J01181,2026-03-01 10:00:15.369 +0530,27.500734966,12,MONTH
INF903J01173,2026-03-01 10:00:15.369 +0530,25.573543521,36,MONTH
INF903J01173,2026-03-01 10:00:15.369 +0530,20.056642859,60,MONTH
INF903J01173,2026-03-01 10:00:15.369 +0530,28.24222732,12,MONTH
INF903J010W1,2026-03-01 10:00:15.369 +0530,19.420420173,60,MONTH
INF903J010W1,2026-03-01 10:00:15.369 +0530,14.806123519,36,MONTH
INF903J010W1,2026-03-01 10:00:15.369 +0530,7.808470533,12,MONTH
INF879O01282,2026-03-01 10:00:15.369 +0530,3.043660161,12,MONTH
INF879O01274,2026-03-01 10:00:15.369 +0530,3.043660161,12,MONTH
INF879O01266,2026-03-01 10:00:15.369 +0530,7.353553603,12,MONTH
INF879O01258,2026-03-01 10:00:15.369 +0530,2.152795484,12,MONTH
INF879O01241,2026-03-01 10:00:15.369 +0530,2.152795484,12,MONTH
INF879O01233,2026-03-01 10:00:15.369 +0530,7.026362915,12,MONTH
INF879O01225,2026-03-01 10:00:15.369 +0530,7.194169896,12,MONTH
INF879O01217,2026-03-01 10:00:15.369 +0530,6.81973057,12,MONTH
INF879O01209,2026-03-01 10:00:15.369 +0530,11.383767325,36,MONTH
INF879O01209,2026-03-01 10:00:15.369 +0530,12.06020735,12,MONTH
INF879O01191,2026-03-01 10:00:15.369 +0530,11.650273021,12,MONTH
INF879O01191,2026-03-01 10:00:15.369 +0530,11.113455766,36,MONTH
INF879O01183,2026-03-01 10:00:15.369 +0530,11.645540783,12,MONTH
INF879O01183,2026-03-01 10:00:15.369 +0530,11.113423942,36,MONTH
INF879O01175,2026-03-01 10:00:15.369 +0530,11.716350884,36,MONTH
INF879O01175,2026-03-01 10:00:15.369 +0530,12.394273963,12,MONTH
INF879O01167,2026-03-01 10:00:15.369 +0530,12.211266097,12,MONTH
INF879O01167,2026-03-01 10:00:15.369 +0530,11.598946571,36,MONTH
INF879O01159,2026-03-01 10:00:15.369 +0530,12.206271715,12,MONTH
INF879O01159,2026-03-01 10:00:15.369 +0530,11.598603988,36,MONTH
INF879O01142,2026-03-01 10:00:15.369 +0530,2.05798345,36,MONTH
INF879O01142,2026-03-01 10:00:15.369 +0530,1.311686787,60,MONTH
INF879O01142,2026-03-01 10:00:15.369 +0530,3.726416962,12,MONTH
INF879O01134,2026-03-01 10:00:15.369 +0530,2.088365605,36,MONTH
INF879O01134,2026-03-01 10:00:15.369 +0530,1.330797399,60,MONTH
INF879O01134,2026-03-01 10:00:15.369 +0530,3.779233529,12,MONTH
INF879O01126,2026-03-01 10:00:15.369 +0530,5.2653156,12,MONTH
INF879O01126,2026-03-01 10:00:15.369 +0530,4.370906525,60,MONTH
INF879O01126,2026-03-01 10:00:15.369 +0530,4.940287049,36,MONTH
INF879O01118,2026-03-01 10:00:15.369 +0530,5.783151971,12,MONTH
INF879O01118,2026-03-01 10:00:15.369 +0530,5.231814285,36,MONTH
INF879O01118,2026-03-01 10:00:15.369 +0530,4.591436132,60,MONTH
INF879O01100,2026-03-01 10:00:15.369 +0530,22.997849629,36,MONTH
INF879O01100,2026-03-01 10:00:15.369 +0530,21.355649578,12,MONTH
INF879O01100,2026-03-01 10:00:15.369 +0530,24.438555675,60,MONTH
INF879O01092,2026-03-01 10:00:15.369 +0530,21.521590657,36,MONTH
INF879O01092,2026-03-01 10:00:15.369 +0530,22.945592729,60,MONTH
INF879O01092,2026-03-01 10:00:15.369 +0530,19.997818037,12,MONTH
INF879O01084,2026-03-01 10:00:15.369 +0530,6.255326354,12,MONTH
INF879O01084,2026-03-01 10:00:15.369 +0530,5.358197513,36,MONTH
INF879O01084,2026-03-01 10:00:15.369 +0530,4.682245799,60,MONTH
INF879O01076,2026-03-01 10:00:15.369 +0530,4.681996023,60,MONTH
INF879O01076,2026-03-01 10:00:15.369 +0530,6.252501129,12,MONTH
INF879O01076,2026-03-01 10:00:15.369 +0530,5.358057199,36,MONTH
INF879O01068,2026-03-01 10:00:15.369 +0530,6.637351595,12,MONTH
INF879O01068,2026-03-01 10:00:15.369 +0530,5.069586928,60,MONTH
INF879O01068,2026-03-01 10:00:15.369 +0530,5.574376975,36,MONTH
INF879O01050,2026-03-01 10:00:15.369 +0530,5.255045721,36,MONTH
INF879O01050,2026-03-01 10:00:15.369 +0530,6.154951597,12,MONTH
INF879O01050,2026-03-01 10:00:15.369 +0530,4.580887349,60,MONTH
INF879O01043,2026-03-01 10:00:15.369 +0530,5.2574788,36,MONTH
INF879O01043,2026-03-01 10:00:15.369 +0530,6.153515619,12,MONTH
INF879O01043,2026-03-01 10:00:15.369 +0530,4.582209104,60,MONTH
INF879O01035,2026-03-01 10:00:15.369 +0530,5.468415673,36,MONTH
INF879O01035,2026-03-01 10:00:15.369 +0530,4.964372471,60,MONTH
INF879O01035,2026-03-01 10:00:15.369 +0530,6.531970846,12,MONTH
INF879O01027,2026-03-01 10:00:15.369 +0530,23.409689924,60,MONTH
INF879O01027,2026-03-01 10:00:15.369 +0530,22.93122779,36,MONTH
INF879O01027,2026-03-01 10:00:15.369 +0530,24.063962017,12,MONTH
INF879O01019,2026-03-01 10:00:15.369 +0530,22.319845419,60,MONTH
INF879O01019,2026-03-01 10:00:15.369 +0530,21.86837263,36,MONTH
INF879O01019,2026-03-01 10:00:15.369 +0530,23.122290592,12,MONTH
INF846K01ZZ0,2026-03-01 10:00:15.369 +0530,6.150464916,60,MONTH
INF846K01ZZ0,2026-03-01 10:00:15.369 +0530,5.911657795,36,MONTH
INF846K01ZZ0,2026-03-01 10:00:15.369 +0530,7.117565484,12,MONTH
INF846K01ZY3,2026-03-01 10:00:15.369 +0530,5.909949946,36,MONTH
INF846K01ZY3,2026-03-01 10:00:15.369 +0530,7.116938437,12,MONTH
INF846K01ZY3,2026-03-01 10:00:15.369 +0530,6.15068047,60,MONTH
INF846K01ZX5,2026-03-01 10:00:15.369 +0530,5.895600073,36,MONTH
INF846K01ZX5,2026-03-01 10:00:15.369 +0530,6.142340253,60,MONTH
INF846K01ZX5,2026-03-01 10:00:15.369 +0530,7.084326278,12,MONTH
INF846K01ZW7,2026-03-01 10:00:15.369 +0530,6.142332152,60,MONTH
INF846K01ZW7,2026-03-01 10:00:15.369 +0530,7.084284618,12,MONTH
INF846K01ZW7,2026-03-01 10:00:15.369 +0530,5.895586378,36,MONTH
INF846K01ZV9,2026-03-01 10:00:15.369 +0530,6.007823707,60,MONTH
INF846K01ZV9,2026-03-01 10:00:15.369 +0530,5.73614754,36,MONTH
INF846K01ZV9,2026-03-01 10:00:15.369 +0530,6.997178787,12,MONTH
INF846K01ZU1,2026-03-01 10:00:15.369 +0530,6.500710553,60,MONTH
INF846K01ZU1,2026-03-01 10:00:15.369 +0530,7.352813921,12,MONTH
INF846K01ZU1,2026-03-01 10:00:15.369 +0530,5.987941329,36,MONTH
INF846K01ZT3,2026-03-01 10:00:15.369 +0530,7.759189879,12,MONTH
INF846K01ZT3,2026-03-01 10:00:15.369 +0530,7.129334581,60,MONTH
INF846K01ZT3,2026-03-01 10:00:15.369 +0530,6.52210074,36,MONTH
INF846K01ZS5,2026-03-01 10:00:15.369 +0530,6.52210074,36,MONTH
INF846K01ZS5,2026-03-01 10:00:15.369 +0530,7.129334581,60,MONTH
INF846K01ZS5,2026-03-01 10:00:15.369 +0530,7.759189879,12,MONTH
INF846K01ZR7,2026-03-01 10:00:15.369 +0530,6.575029401,36,MONTH
INF846K01ZR7,2026-03-01 10:00:15.369 +0530,7.7458421,12,MONTH
INF846K01ZR7,2026-03-01 10:00:15.369 +0530,6.819490641,60,MONTH
INF846K01ZQ9,2026-03-01 10:00:15.369 +0530,6.819490641,60,MONTH
INF846K01ZQ9,2026-03-01 10:00:15.369 +0530,6.575029401,36,MONTH
INF846K01ZQ9,2026-03-01 10:00:15.369 +0530,7.7458421,12,MONTH
INF846K01ZP1,2026-03-01 10:00:15.369 +0530,6.560195127,36,MONTH
INF846K01ZP1,2026-03-01 10:00:15.369 +0530,6.814964482,60,MONTH
INF846K01ZP1,2026-03-01 10:00:15.369 +0530,7.714730258,12,MONTH
INF846K01ZO4,2026-03-01 10:00:15.369 +0530,7.714730258,12,MONTH
INF846K01ZO4,2026-03-01 10:00:15.369 +0530,6.814964482,60,MONTH
INF846K01ZO4,2026-03-01 10:00:15.369 +0530,6.560195127,36,MONTH
INF846K01ZN6,2026-03-01 10:00:15.369 +0530,6.657768492,60,MONTH
INF846K01ZN6,2026-03-01 10:00:15.369 +0530,7.625720829,12,MONTH
INF846K01ZN6,2026-03-01 10:00:15.369 +0530,6.382984517,36,MONTH
INF846K01ZM8,2026-03-01 10:00:15.369 +0530,6.68935364,36,MONTH
INF846K01ZM8,2026-03-01 10:00:15.369 +0530,8.036094962,12,MONTH
INF846K01ZM8,2026-03-01 10:00:15.369 +0530,7.232789059,60,MONTH
INF846K01Z95,2026-03-01 10:00:15.369 +0530,19.085616547,12,MONTH
INF846K01Z95,2026-03-01 10:00:15.369 +0530,16.057540237,36,MONTH
INF846K01Z87,2026-03-01 10:00:15.369 +0530,16.052599559,36,MONTH
INF846K01Z87,2026-03-01 10:00:15.369 +0530,19.093444156,12,MONTH
INF846K01Z79,2026-03-01 10:00:15.369 +0530,19.66618364,12,MONTH
INF846K01Z79,2026-03-01 10:00:15.369 +0530,12.929028466,36,MONTH
INF846K01Z61,2026-03-01 10:00:15.369 +0530,19.67473339,12,MONTH
INF846K01Z61,2026-03-01 10:00:15.369 +0530,12.913431048,36,MONTH
INF846K01Z53,2026-03-01 10:00:15.369 +0530,12.711680062,36,MONTH
INF846K01Z53,2026-03-01 10:00:15.369 +0530,19.698256952,12,MONTH
INF846K01Z46,2026-03-01 10:00:15.369 +0530,20.848306373,12,MONTH
INF846K01Z46,2026-03-01 10:00:15.369 +0530,14.075346141,36,MONTH
INF846K01Z38,2026-03-01 10:00:15.369 +0530,20.852312457,12,MONTH
INF846K01Z38,2026-03-01 10:00:15.369 +0530,14.092997419,36,MONTH
INF846K01Z20,2026-03-01 10:00:15.369 +0530,13.883351357,36,MONTH
INF846K01Z20,2026-03-01 10:00:15.369 +0530,20.891098348,12,MONTH
INF846K01Y88,2026-03-01 10:00:15.369 +0530,-1.943943192,36,MONTH
INF846K01Y88,2026-03-01 10:00:15.369 +0530,6.328521627,12,MONTH
INF846K01Y70,2026-03-01 10:00:15.369 +0530,6.33141667,12,MONTH
INF846K01Y70,2026-03-01 10:00:15.369 +0530,-1.948554536,36,MONTH
INF846K01Y62,2026-03-01 10:00:15.369 +0530,-1.918415209,36,MONTH
INF846K01Y62,2026-03-01 10:00:15.369 +0530,6.369753431,12,MONTH
INF846K01Y54,2026-03-01 10:00:15.369 +0530,7.439184748,12,MONTH
INF846K01Y54,2026-03-01 10:00:15.369 +0530,-0.8939504473,36,MONTH
INF846K01Y47,2026-03-01 10:00:15.369 +0530,-0.8939504473,36,MONTH
INF846K01Y47,2026-03-01 10:00:15.369 +0530,7.439184748,12,MONTH
INF846K01Y39,2026-03-01 10:00:15.369 +0530,-0.8843344932,36,MONTH
INF846K01Y39,2026-03-01 10:00:15.369 +0530,7.448163834,12,MONTH
INF846K01Y21,2026-03-01 10:00:15.369 +0530,17.033463359,12,MONTH
INF846K01Y21,2026-03-01 10:00:15.369 +0530,13.325158726,36,MONTH
INF846K01Y13,2026-03-01 10:00:15.369 +0530,13.319506144,36,MONTH
INF846K01Y13,2026-03-01 10:00:15.369 +0530,17.04342332,12,MONTH
INF846K01Y05,2026-03-01 10:00:15.369 +0530,13.954327792,36,MONTH
INF846K01Y05,2026-03-01 10:00:15.369 +0530,18.224419276,12,MONTH
INF846K01XS0,2026-03-01 10:00:15.369 +0530,9.392006846,36,MONTH
INF846K01XS0,2026-03-01 10:00:15.369 +0530,9.016671432,60,MONTH
INF846K01XS0,2026-03-01 10:00:15.369 +0530,9.980919674,12,MONTH
INF846K01XR2,2026-03-01 10:00:15.369 +0530,9.986736035,12,MONTH
INF846K01XR2,2026-03-01 10:00:15.369 +0530,9.391520949,36,MONTH
INF846K01XR2,2026-03-01 10:00:15.369 +0530,9.017671714,60,MONTH
INF846K01XQ4,2026-03-01 10:00:15.369 +0530,10.444929954,60,MONTH
INF846K01XQ4,2026-03-01 10:00:15.369 +0530,10.885559037,36,MONTH
INF846K01XQ4,2026-03-01 10:00:15.369 +0530,11.505209604,12,MONTH
INF846K01XP6,2026-03-01 10:00:15.369 +0530,11.505209604,12,MONTH
INF846K01XP6,2026-03-01 10:00:15.369 +0530,10.444929954,60,MONTH
INF846K01XP6,2026-03-01 10:00:15.369 +0530,10.885559037,36,MONTH
INF846K01X97,2026-03-01 10:00:15.369 +0530,18.450941512,12,MONTH
INF846K01X97,2026-03-01 10:00:15.369 +0530,14.802213838,36,MONTH
INF846K01X89,2026-03-01 10:00:15.369 +0530,18.450941512,12,MONTH
INF846K01X89,2026-03-01 10:00:15.369 +0530,14.802213838,36,MONTH
INF846K01X71,2026-03-01 10:00:15.369 +0530,15.444764268,36,MONTH
INF846K01X71,2026-03-01 10:00:15.369 +0530,19.666005505,12,MONTH
INF846K01X55,2026-03-01 10:00:15.369 +0530,18.849317606,12,MONTH
INF846K01X55,2026-03-01 10:00:15.369 +0530,12.569378692,36,MONTH
INF846K01X48,2026-03-01 10:00:15.369 +0530,12.569378692,36,MONTH
INF846K01X48,2026-03-01 10:00:15.369 +0530,18.849317606,12,MONTH
INF846K01X30,2026-03-01 10:00:15.369 +0530,12.569311588,36,MONTH
INF846K01X30,2026-03-01 10:00:15.369 +0530,18.849237011,12,MONTH
INF846K01X22,2026-03-01 10:00:15.369 +0530,13.718361382,36,MONTH
INF846K01X22,2026-03-01 10:00:15.369 +0530,19.918626288,12,MONTH
INF846K01X14,2026-03-01 10:00:15.369 +0530,13.718361382,36,MONTH
INF846K01X14,2026-03-01 10:00:15.369 +0530,19.918626288,12,MONTH
INF846K01X06,2026-03-01 10:00:15.369 +0530,19.926019883,12,MONTH
INF846K01X06,2026-03-01 10:00:15.369 +0530,13.723027785,36,MONTH
INF846K01WS2,2026-03-01 10:00:15.369 +0530,12.061116415,36,MONTH
INF846K01WS2,2026-03-01 10:00:15.369 +0530,12.182515535,12,MONTH
INF846K01WS2,2026-03-01 10:00:15.369 +0530,13.069687833,60,MONTH
INF846K01WR4,2026-03-01 10:00:15.369 +0530,13.226651669,60,MONTH
INF846K01WR4,2026-03-01 10:00:15.369 +0530,12.352758931,12,MONTH
INF846K01WR4,2026-03-01 10:00:15.369 +0530,12.23087054,36,MONTH
INF846K01WQ6,2026-03-01 10:00:15.369 +0530,13.069687833,60,MONTH
INF846K01WQ6,2026-03-01 10:00:15.369 +0530,12.182515535,12,MONTH
INF846K01WQ6,2026-03-01 10:00:15.369 +0530,12.061116415,36,MONTH
INF846K01WP8,2026-03-01 10:00:15.369 +0530,12.139407248,12,MONTH
INF846K01WP8,2026-03-01 10:00:15.369 +0530,12.009618738,36,MONTH
INF846K01WP8,2026-03-01 10:00:15.369 +0530,13.029508385,60,MONTH
INF846K01WO1,2026-03-01 10:00:15.369 +0530,12.009566042,36,MONTH
INF846K01WO1,2026-03-01 10:00:15.369 +0530,12.139410552,12,MONTH
INF846K01WO1,2026-03-01 10:00:15.369 +0530,13.035367391,60,MONTH
INF846K01WN3,2026-03-01 10:00:15.369 +0530,10.833738343,12,MONTH
INF846K01WN3,2026-03-01 10:00:15.369 +0530,10.696044256,36,MONTH
INF846K01WN3,2026-03-01 10:00:15.369 +0530,11.659859192,60,MONTH
INF846K01WM5,2026-03-01 10:00:15.369 +0530,10.696338934,36,MONTH
INF846K01WM5,2026-03-01 10:00:15.369 +0530,11.669327053,60,MONTH
INF846K01WM5,2026-03-01 10:00:15.369 +0530,10.833779613,12,MONTH
INF846K01WL7,2026-03-01 10:00:15.369 +0530,10.839992665,12,MONTH
INF846K01WL7,2026-03-01 10:00:15.369 +0530,10.695345747,36,MONTH
INF846K01WL7,2026-03-01 10:00:15.369 +0530,11.662160678,60,MONTH
INF846K01WK9,2026-03-01 10:00:15.369 +0530,10.837303332,12,MONTH
INF846K01WK9,2026-03-01 10:00:15.369 +0530,11.667177056,60,MONTH
INF846K01WK9,2026-03-01 10:00:15.369 +0530,10.693304815,36,MONTH
INF846K01WJ1,2026-03-01 10:00:15.369 +0530,11.669699138,60,MONTH
INF846K01WJ1,2026-03-01 10:00:15.369 +0530,10.833768197,12,MONTH
INF846K01WJ1,2026-03-01 10:00:15.369 +0530,10.696327875,36,MONTH
INF846K01W72,2026-03-01 10:00:15.369 +0530,11.920742514,36,MONTH
INF846K01W72,2026-03-01 10:00:15.369 +0530,13.221481679,60,MONTH
INF846K01W72,2026-03-01 10:00:15.369 +0530,14.456696448,12,MONTH
INF846K01W64,2026-03-01 10:00:15.369 +0530,14.449858215,12,MONTH
INF846K01W64,2026-03-01 10:00:15.369 +0530,13.234445551,60,MONTH
INF846K01W64,2026-03-01 10:00:15.369 +0530,11.921896049,36,MONTH
INF846K01W56,2026-03-01 10:00:15.369 +0530,15.491510748,12,MONTH
INF846K01W56,2026-03-01 10:00:15.369 +0530,14.052142167,60,MONTH
INF846K01W56,2026-03-01 10:00:15.369 +0530,12.651245775,36,MONTH
INF846K01W49,2026-03-01 10:00:15.369 +0530,15.622252175,12,MONTH
INF846K01W49,2026-03-01 10:00:15.369 +0530,14.647705954,60,MONTH
INF846K01W49,2026-03-01 10:00:15.369 +0530,13.346907814,36,MONTH
INF846K01W31,2026-03-01 10:00:15.369 +0530,15.615222401,12,MONTH
INF846K01W31,2026-03-01 10:00:15.369 +0530,14.660945399,60,MONTH
INF846K01W31,2026-03-01 10:00:15.369 +0530,13.347811717,36,MONTH
INF846K01W23,2026-03-01 10:00:15.369 +0530,15.479887023,60,MONTH
INF846K01W23,2026-03-01 10:00:15.369 +0530,14.086071019,36,MONTH
INF846K01W23,2026-03-01 10:00:15.369 +0530,16.689340664,12,MONTH
INF846K01W15,2026-03-01 10:00:15.369 +0530,7.931642432,36,MONTH
INF846K01W15,2026-03-01 10:00:15.369 +0530,8.037572559,60,MONTH
INF846K01W15,2026-03-01 10:00:15.369 +0530,9.440861662,12,MONTH
INF846K01W07,2026-03-01 10:00:15.369 +0530,8.037572559,60,MONTH
INF846K01W07,2026-03-01 10:00:15.369 +0530,7.931642432,36,MONTH
INF846K01W07,2026-03-01 10:00:15.369 +0530,9.440861662,12,MONTH
INF846K01VS4,2026-03-01 10:00:15.369 +0530,10.696640872,12,MONTH
INF846K01VS4,2026-03-01 10:00:15.369 +0530,9.705984541,36,MONTH
INF846K01VS4,2026-03-01 10:00:15.369 +0530,9.244870459,60,MONTH
INF846K01VR6,2026-03-01 10:00:15.369 +0530,9.244870459,60,MONTH
INF846K01VR6,2026-03-01 10:00:15.369 +0530,9.705984541,36,MONTH
INF846K01VR6,2026-03-01 10:00:15.369 +0530,10.696640872,12,MONTH
INF846K01VQ8,2026-03-01 10:00:15.369 +0530,9.504180993,60,MONTH
INF846K01VQ8,2026-03-01 10:00:15.369 +0530,9.988191002,36,MONTH
INF846K01VQ8,2026-03-01 10:00:15.369 +0530,10.471991254,12,MONTH
INF846K01VP0,2026-03-01 10:00:15.369 +0530,9.504868489,60,MONTH
INF846K01VP0,2026-03-01 10:00:15.369 +0530,10.476741391,12,MONTH
INF846K01VP0,2026-03-01 10:00:15.369 +0530,9.987469122,36,MONTH
INF846K01VO3,2026-03-01 10:00:15.369 +0530,10.764604591,12,MONTH
INF846K01VO3,2026-03-01 10:00:15.369 +0530,9.749903442,36,MONTH
INF846K01VO3,2026-03-01 10:00:15.369 +0530,9.396400981,60,MONTH
INF846K01VN5,2026-03-01 10:00:15.369 +0530,11.114247249,36,MONTH
INF846K01VN5,2026-03-01 10:00:15.369 +0530,10.648844787,60,MONTH
INF846K01VN5,2026-03-01 10:00:15.369 +0530,12.051947195,12,MONTH
INF846K01VM7,2026-03-01 10:00:15.369 +0530,10.648844787,60,MONTH
INF846K01VM7,2026-03-01 10:00:15.369 +0530,12.051947195,12,MONTH
INF846K01VM7,2026-03-01 10:00:15.369 +0530,11.114247249,36,MONTH
INF846K01VL9,2026-03-01 10:00:15.369 +0530,11.432036214,36,MONTH
INF846K01VL9,2026-03-01 10:00:15.369 +0530,11.949754931,12,MONTH
INF846K01VL9,2026-03-01 10:00:15.369 +0530,10.921892565,60,MONTH
INF846K01VK1,2026-03-01 10:00:15.369 +0530,11.431786816,36,MONTH
INF846K01VK1,2026-03-01 10:00:15.369 +0530,10.921741277,60,MONTH
INF846K01VK1,2026-03-01 10:00:15.369 +0530,11.949052595,12,MONTH
INF846K01VJ3,2026-03-01 10:00:15.369 +0530,11.194270555,36,MONTH
INF846K01VJ3,2026-03-01 10:00:15.369 +0530,10.824952919,60,MONTH
INF846K01VJ3,2026-03-01 10:00:15.369 +0530,12.174466722,12,MONTH
INF846K01V99,2026-03-01 10:00:15.369 +0530,5.898304049,36,MONTH
INF846K01V99,2026-03-01 10:00:15.369 +0530,6.32312063,60,MONTH
INF846K01V99,2026-03-01 10:00:15.369 +0530,6.867169314,12,MONTH
INF846K01V81,2026-03-01 10:00:15.369 +0530,6.867169314,12,MONTH
INF846K01V81,2026-03-01 10:00:15.369 +0530,5.898304049,36,MONTH
INF846K01V81,2026-03-01 10:00:15.369 +0530,6.32312063,60,MONTH
INF846K01V73,2026-03-01 10:00:15.369 +0530,5.376258878,36,MONTH
INF846K01V73,2026-03-01 10:00:15.369 +0530,6.037114291,60,MONTH
INF846K01V73,2026-03-01 10:00:15.369 +0530,6.531348966,12,MONTH
INF846K01V65,2026-03-01 10:00:15.369 +0530,6.531348966,12,MONTH
INF846K01V65,2026-03-01 10:00:15.369 +0530,5.376258878,36,MONTH
